DGRP_855,20.24,23.30,1.00,0.64
DGRP_857,12.10,14.97,0.96,0.76
DGRP_859,13.71,14.65,0.48,0.74
DGRP_861,36.49,36.87,0.84,0.76
DGRP_88,22.86,24.80,0.76,0.36
DGRP_882,35.16,32.08,0.88,0.32
DGRP_884,26.04,22.93,0.76,0.64
DGRP_887,16.37,12.78,0.96,0.56
DGRP_890,20.62,19.53,0.96,0.24
DGRP_892,25.03,24.13,0.83,0.80
DGRP_894,15.03,15.02,0.80,0.48
DGRP_897,37.38,27.16,0.92,0.76
DGRP_900,33.19,23.52,0.96,0.84
DGRP_907,22.69,25.33,0.84,0.56
DGRP_908,21.40,26.45,0.72,0.80
DGRP_91,13.39,13.11,0.76,0.52
DGRP_911,13.35,14.47,0.76,0.56
DGRP_913,13.62,17.76,0.88,0.44
DGRP_93,12.43,15.34,0.56,0.12
