date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.1hr,n.mate.2hr,ratio.1hr,ratio.2hr
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,23,Z30,5,6,399,10,6,65.17062147,NA,NA,NA,NA,,1,0,0.2
10-Aug,18,Z30,5,7,399,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,17,Z30,5,8,399,10,5,103.7745763,NA,NA,NA,NA,,1,0,0.2
13-Aug,14,Z30,5,8,399,10,6,44.80141243,NA,NA,NA,NA,1,1,0.2,0.2
19-Aug,15,Z30,5,11,399,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,28,Z30,5,12,399,10,6,NA,NA,NA,NA,NA,,0,0,0
8=01,13,Z30,5,17,399,10,3,84.63502825,NA,NA,NA,NA,,1,0,0.2
8=05,24,Z30,5,15,399,10,4,NA,NA,NA,NA,NA,,0,0,0
8=17,17,Z30,5,7,399,10,5,NA,NA,NA,NA,NA,,0,0,0
8=19,18,Z30,5,5,399,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,4,0.02,0.08
,,,,,sumsq,,,,,,,,,,0.04,0.16
20-Aug,8,Z30,5,11,405,10,6,NA,NA,NA,NA,NA,,0,0,0
8=03,6,Z30,5,17,405,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,18,Z30,5,12,405,10,4,NA,NA,NA,NA,NA,,0,0,0
9=14,11,Z30,5,12,405,10,8,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
9=15,6,Z30,5,12,405,10,9,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,9,Z30,5,11,406,10,6,NA,NA,NA,NA,NA,,0,0,0
8=03,7,Z30,5,17,406,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,19,Z30,5,12,406,10,4,NA,NA,NA,NA,NA,,0,0,0
9=14,12,Z30,5,12,406,10,8,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
9=15,5,Z30,5,12,406,10,9,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
5-Aug,14,Z30,5,5,409,10,5,30.15169492,60.60169492,NA,NA,NA,1,2,0.2,0.4
14-Aug,52,Z30,5,8,409,10,4,27.72683616,NA,NA,NA,NA,1,1,0.2,0.2
8=03,55,Z30,5,17,409,10,5,103.1112994,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,2,4,0.133333333,0.266666667
,,,,,sumsq,,,,,,,,,,0.08,0.24
20-Aug,10,Z30,5,11,426,10,6,NA,NA,NA,NA,NA,,0,0,0
8=03,8,Z30,5,17,426,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,20,Z30,5,12,426,10,6,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
10-Aug,19,Z30,5,7,427,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,18,Z30,5,8,427,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,15,Z30,5,8,427,10,8,NA,NA,NA,NA,NA,,0,0,0
18-Aug,5,Z30,5,10,427,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,23,Z30,5,11,427,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,29,Z30,5,12,427,10,6,NA,NA,NA,NA,NA,,0,0,0
8=01,14,Z30,5,17,427,10,3,NA,NA,NA,NA,NA,,0,0,0
8=05,25,Z30,5,15,427,10,4,115.7372881,NA,NA,NA,NA,,1,0,0.2
8=15,9,Z30,5,11,427,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,19,Z30,5,5,427,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.02
,,,,,sumsq,,,,,,,,,,0,0.04
7-Aug,24,Z30,5,6,437,10,8,NA,NA,NA,NA,NA,,0,0,0
10-Aug,20,Z30,5,7,437,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,19,Z30,5,8,437,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,16,Z30,5,8,437,10,6,NA,NA,NA,NA,NA,,0,0,0
19-Aug,16,Z30,5,11,437,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,30,Z30,5,12,437,10,6,NA,NA,NA,NA,NA,,0,0,0
8=01,15,Z30,5,17,437,10,3,NA,NA,NA,NA,NA,,0,0,0
8=05,26,Z30,5,15,437,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,10,Z30,5,11,437,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,20,Z30,5,5,437,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,11,Z30,5,11,439,10,4,NA,NA,NA,NA,NA,,0,0,0
8=03,9,Z30,5,17,439,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,21,Z30,5,12,439,10,4,NA,NA,NA,NA,NA,,0,0,0
9=14,13,Z30,5,12,439,10,8,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
9=15,4,Z30,5,12,439,10,8,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,0.2,0.2
,,,,,,,,,,,,,1,1,0.04,0.04
,,,,,sumsq,,,,,,,,,,0.04,0.04
20-Aug,12,Z30,5,11,440,10,3,58.34124294,119.2412429,NA,NA,NA,1,2,0.2,0.4
8=03,56,Z30,5,17,440,10,5,38.62570621,67.92570621,NA,NA,NA,1,2,0.2,0.4
8=10,58,Z30,5,15,440,10,11,41.28220339,47.48220339,NA,NA,NA,2,2,0.4,0.4
8=11,59,Z30,5,12,440,9,4,22.54576271,24.54576271,46.54576271,NA,NA,3,3,0.6,0.6
8=18,51,Z30,5,6,440,10,4,NA,NA,NA,NA,NA,,0,0,0
8=18,52,Z30,5,6,440,10,4,100.1771186,NA,NA,NA,NA,,1,0,0.2
8=19,26,Z30,5,5,440,10,7,NA,NA,NA,NA,NA,,0,0,0
8=22,18,Z30,5,7,440,9,5,NA,NA,NA,NA,NA,,0,0,0
9101,4,Z30,5,17,440,10,5,79.53055556,NA,NA,NA,NA,,1,0,0.2
9101,10,Z30,5,17,440,10,5,25.59166667,62.59166667,NA,NA,NA,1,2,0.2,0.4
9102,2,Z30,5,18,440,10,4,53.18541667,117.8520833,NA,NA,NA,1,2,0.2,0.4
9104,2,Z30,5,18,440,9,6,93.845,115.845,119.845,NA,NA,,3,0,0.6
9106,1,Z30,5,19,440,10,4,14.25,83,NA,NA,NA,1,2,0.2,0.4
9106,4,Z30,5,19,440,10,4,26.55555556,112.5555556,NA,NA,NA,1,2,0.2,0.4
,,,,,sum,,,,,,,,11,22,0.157142857,0.314285714
,,,,,sumsq,,,,,,,,,,0.76,1.92
14-Aug,58,Z30,5,8,441,10,4,NA,NA,NA,NA,NA,,0,0,0
8=03,10,Z30,5,17,441,10,7,NA,NA,NA,NA,NA,,0,0,0
8=11,22,Z30,5,12,441,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,13,Z30,5,11,443,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,11,Z30,5,17,443,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,23,Z30,5,12,443,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,14,Z30,5,11,461,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,14,Z30,5,17,461,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,26,Z30,5,12,461,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,25,Z30,5,6,486,10,7,NA,NA,NA,NA,NA,,0,0,0
10-Aug,21,Z30,5,7,486,10,4,57.38841808,101.9717514,108.4384181,116.9717514,NA,1,4,0.2,0.8
18-Aug,6,Z30,5,10,486,10,5,94.99858757,NA,NA,NA,NA,,1,0,0.2
19-Aug,24,Z30,5,11,486,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,4,Z30,5,12,486,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,7,Z30,5,14,486,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,16,Z30,5,17,486,10,3,NA,NA,NA,NA,NA,,0,0,0
8=05,27,Z30,5,15,486,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,11,Z30,5,11,486,10,7,84.51129944,NA,NA,NA,NA,,1,0,0.2
8=19,21,Z30,5,5,486,10,7,48.1440678,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,2,7,0.04,0.14
,,,,,sumsq,,,,,,,,,,0.08,0.76
20-Aug,17,Z30,5,11,491,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,17,Z30,5,17,491,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,29,Z30,5,12,491,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,18,Z30,5,11,492,10,9,42.2819209,NA,NA,NA,NA,1,1,0.2,0.2
8=03,18,Z30,5,17,492,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,30,Z30,5,12,492,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
20-Aug,19,Z30,5,11,502,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,19,Z30,5,17,502,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,31,Z30,5,12,502,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,20,Z30,5,11,505,9,3,NA,NA,NA,NA,NA,,0,0,0
8=03,20,Z30,5,17,505,10,4,78.10706215,NA,NA,NA,NA,,1,0,0.2
8=11,32,Z30,5,12,505,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
20-Aug,21,Z30,5,11,508,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,21,Z30,5,17,508,9,4,45.62146893,99.28813559,NA,NA,NA,1,2,0.2,0.4
8=11,33,Z30,5,12,508,10,4,90.33559322,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,1,3,0.066666667,0.2
,,,,,sumsq,,,,,,,,,,0.04,0.2
20-Aug,22,Z30,5,11,509,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,22,Z30,5,17,509,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,34,Z30,5,12,509,10,9,11.72316384,80.18983051,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,1,2,0.066666667,0.133333333
,,,,,sumsq,,,,,,,,,,0.04,0.16
20-Aug,23,Z30,5,11,513,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,23,Z30,5,17,513,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,35,Z30,5,12,513,10,4,NA,NA,NA,NA,NA,,0,0,0
9=15,2,Z30,5,12,513,10,8,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
9=21,-4,Z30,5,12,513,10,7,#REF!,#REF!,#REF!,#REF!,#REF!,0,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,27,Z30,5,6,517,10,8,NA,NA,NA,NA,NA,,0,0,0
10-Aug,23,Z30,5,7,517,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,21,Z30,5,8,517,10,5,94.42655367,NA,NA,NA,NA,,1,0,0.2
13-Aug,18,Z30,5,8,517,10,6,NA,NA,NA,NA,NA,,0,0,0
19-Aug,18,Z30,5,11,517,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,9,Z30,5,14,517,10,8,NA,NA,NA,NA,NA,,0,0,0
8=05,6,Z30,5,15,517,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,13,Z30,5,11,517,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,18,Z30,5,7,517,10,5,NA,NA,NA,NA,NA,,0,0,0
8=19,23,Z30,5,5,517,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.02
,,,,,sumsq,,,,,,,,,,0,0.04
20-Aug,26,Z30,5,11,528,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,26,Z30,5,17,528,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,38,Z30,5,12,528,10,4,40.44011299,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
20-Aug,27,Z30,5,11,530,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,27,Z30,5,17,530,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,39,Z30,5,12,530,10,4,NA,NA,NA,NA,NA,,0,0,0
9=14,14,Z30,5,12,530,10,6,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,0.2,0.2
9=15,3,Z30,5,12,530,10,6,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,0.2,0.2
,,,,,,,,,,,,,2,2,0.08,0.08
,,,,,sumsq,,,,,,,,,,0.08,0.08
20-Aug,28,Z30,5,11,531,10,6,NA,NA,NA,NA,NA,,0,0,0
8=03,28,Z30,5,17,531,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,40,Z30,5,12,531,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,29,Z30,5,11,535,10,3,NA,NA,NA,NA,NA,,0,0,0
8=03,29,Z30,5,17,535,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,41,Z30,5,12,535,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,30,Z30,5,11,551,10,3,116.0299435,NA,NA,NA,NA,,1,0,0.2
8=03,30,Z30,5,17,551,10,4,58.91779661,NA,NA,NA,NA,1,1,0.2,0.2
8=10,59,Z30,5,15,551,10,3,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,2,0.066666667,0.133333333
,,,,,sumsq,,,,,,,,,,0.04,0.08
7-Aug,28,Z30,5,6,555,10,4,NA,NA,NA,NA,NA,,0,0,0
10-Aug,24,Z30,5,7,555,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,22,Z30,5,8,555,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,19,Z30,5,8,555,10,6,95.07118644,NA,NA,NA,NA,,1,0,0.2
19-Aug,19,Z30,5,11,555,10,6,42.48474576,NA,NA,NA,NA,1,1,0.2,0.2
24-Aug,10,Z30,5,14,555,10,8,67.06355932,NA,NA,NA,NA,,1,0,0.2
8=01,18,Z30,5,17,555,10,3,NA,NA,NA,NA,NA,,0,0,0
8=05,29,Z30,5,15,555,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,14,Z30,5,11,555,10,7,NA,NA,NA,NA,NA,,0,0,0
8=19,24,Z30,5,5,555,10,7,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,3,0.02,0.06
,,,,,sumsq,,,,,,,,,,0.04,0.12
20-Aug,33,Z30,5,11,559,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,33,Z30,5,17,559,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,44,Z30,5,12,559,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,34,Z30,5,11,563,10,3,21.47372881,42.72372881,55.34039548,151.7237288,NA,3,4,0.6,0.8
25-Aug,60,Z30,5,13,563,10,4,89.38333333,94.9,NA,NA,NA,,2,0,0.4
26-Aug,32,Z30,5,12,563,9,8,37.03474576,39.55141243,48.3680791,90.03474576,NA,3,4,0.6,0.8
8=03,57,Z30,5,17,563,10,5,44.77344633,50.14011299,56.75677966,NA,NA,3,3,0.6,0.6
8=11,45,Z30,5,12,563,10,4,38.58644068,NA,NA,NA,NA,1,1,0.2,0.2
8=18,53,Z30,5,6,563,10,4,NA,NA,NA,NA,NA,,0,0,0
8=18,54,Z30,5,6,563,10,4,50.92033898,NA,NA,NA,NA,1,1,0.2,0.2
8=19,27,Z30,5,5,563,10,7,103.0706215,NA,NA,NA,NA,,1,0,0.2
8=22,19,Z30,5,7,563,10,5,24.3245614,NA,NA,NA,NA,1,1,0.2,0.2
9101,5,Z30,5,17,563,10,5,51.87407407,92.37407407,NA,NA,NA,1,2,0.2,0.4
9101,11,Z30,5,17,563,10,5,62.43518519,106.1018519,NA,NA,NA,,2,0,0.4
9104,3,Z30,5,18,563,10,6,24.19,43.69,NA,NA,NA,2,2,0.4,0.4
9104,7,Z30,5,18,563,10,3,20.07,75.07,NA,NA,NA,1,2,0.2,0.4
9106,3,Z30,5,19,563,10,3,36.7037037,54.62037037,NA,NA,NA,2,2,0.4,0.4
9106,5,Z30,5,19,563,10,3,12.24074074,111.4074074,NA,NA,NA,1,2,0.2,0.4
,,,,,sum,,,,,,,,19,29,0.253333333,0.386666667
,,,,,sumsq,,,,,,,,,,1.64,2.92
20-Aug,36,Z30,5,11,566,10,9,50.4039548,NA,NA,NA,NA,1,1,0.2,0.2
8=03,35,Z30,5,17,566,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,47,Z30,5,12,566,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,1,1,0.066666667,0.066666667
,,,,,sumsq,,,,,,,,,,0.04,0.04
20-Aug,39,Z30,5,11,584,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,38,Z30,5,17,584,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,50,Z30,5,12,584,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,41,Z30,5,11,589,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,40,Z30,5,17,589,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,52,Z30,5,12,589,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,43,Z30,5,11,595,10,5,NA,NA,NA,NA,NA,,0,0,0
8=10,1,Z30,5,15,595,11,7,77.5,NA,NA,NA,NA,,1,0,0.2
8=11,54,Z30,5,12,595,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
20-Aug,44,Z30,5,11,596,10,5,NA,NA,NA,NA,NA,,0,0,0
8=03,42,Z30,5,17,596,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,55,Z30,5,12,596,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,46,Z30,5,11,627,10,5,NA,NA,NA,NA,NA,,0,0,0
8=03,44,Z30,5,17,627,10,4,NA,NA,NA,NA,NA,,0,0,0
8=11,57,Z30,5,12,627,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,47,Z30,5,11,630,10,7,NA,NA,NA,NA,NA,,0,0,0
8=03,45,Z30,5,17,630,9,4,NA,NA,NA,NA,NA,,0,0,0
8=11,58,Z30,5,12,630,10,9,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,48,Z30,5,11,634,10,9,NA,NA,NA,NA,NA,,0,0,0
8=03,46,Z30,5,17,634,10,4,115.6483051,NA,NA,NA,NA,,1,0,0.2
8=16,1,Z30,5,12,634,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,1,0,0.066666667
,,,,,sumsq,,,,,,,,,,0,0.04
7-Aug,30,Z30,5,6,639,10,6,NA,NA,NA,NA,NA,,0,0,0
10-Aug,25,Z30,5,7,639,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,20,Z30,5,8,639,10,8,NA,NA,NA,NA,NA,,0,0,0
18-Aug,7,Z30,5,10,639,10,5,NA,NA,NA,NA,NA,,0,0,0
21-Aug,5,Z30,5,12,639,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,11,Z30,5,14,639,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,19,Z30,5,17,639,10,3,NA,NA,NA,NA,NA,,0,0,0
8=05,30,Z30,5,15,639,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,15,Z30,5,11,639,10,7,NA,NA,NA,NA,NA,,0,0,0
8=22,3,Z30,5,7,639,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,49,Z30,5,11,642,10,5,NA,NA,NA,NA,NA,,0,0,0
8=03,47,Z30,5,17,642,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,2,Z30,5,12,642,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,50,Z30,5,11,646,10,5,NA,NA,NA,NA,NA,,0,0,0
8=03,48,Z30,5,17,646,10,4,NA,NA,NA,NA,NA,,0,0,0
8=18,1,Z30,5,6,646,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,55,Z30,5,11,703,10,5,NA,NA,NA,NA,NA,,0,0,0
8=04,5,Z30,5,15,703,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,7,Z30,5,12,703,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
10-Aug,26,Z30,5,7,705,10,7,NA,NA,NA,NA,NA,,0,0,0
13-Aug,21,Z30,5,8,705,10,8,NA,NA,NA,NA,NA,,0,0,0
18-Aug,8,Z30,5,10,705,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,6,Z30,5,11,705,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,6,Z30,5,12,705,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,12,Z30,5,14,705,9,4,NA,NA,NA,NA,NA,,0,0,0
8=01,20,Z30,5,17,705,10,3,NA,NA,NA,NA,NA,,0,0,0
8=15,16,Z30,5,11,705,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,19,Z30,5,7,705,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,4,Z30,5,7,705,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
7-Aug,31,Z30,5,6,707,10,6,NA,NA,NA,NA,NA,,0,0,0
10-Aug,27,Z30,5,7,707,10,5,NA,NA,NA,NA,NA,,0,0,0
12-Aug,23,Z30,5,8,707,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,22,Z30,5,8,707,10,8,NA,NA,NA,NA,NA,,0,0,0
19-Aug,20,Z30,5,11,707,10,6,49.31723164,NA,NA,NA,NA,1,1,0.2,0.2
24-Aug,13,Z30,5,14,707,9,8,NA,NA,NA,NA,NA,,0,0,0
8=01,21,Z30,5,17,707,10,4,NA,NA,NA,NA,NA,,0,0,0
8=15,17,Z30,5,11,707,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,20,Z30,5,7,707,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,5,Z30,5,7,707,10,5,109.4517544,NA,NA,NA,NA,,1,0,0.2
,,,,,,,,,,,,,1,2,0.02,0.04
,,,,,sumsq,,,,,,,,,,0.04,0.08
7-Aug,32,Z30,5,6,712,10,6,NA,NA,NA,NA,NA,,0,0,0
10-Aug,28,Z30,5,7,712,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,23,Z30,5,8,712,10,8,30.62033898,NA,NA,NA,NA,1,1,0.2,0.2
18-Aug,9,Z30,5,10,712,10,5,NA,NA,NA,NA,NA,,0,0,0
24-Aug,14,Z30,5,14,712,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,22,Z30,5,17,712,10,4,58.0279661,NA,NA,NA,NA,1,1,0.2,0.2
8=15,18,Z30,5,11,712,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,2,Z30,5,7,712,9,5,NA,NA,NA,NA,NA,,0,0,0
8=22,6,Z30,5,7,712,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,2,2,0.044444444,0.044444444
,,,,,sumsq,,,,,,,,,,0.08,0.08
12-Aug,24,Z30,5,8,714,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,24,Z30,5,8,714,10,6,NA,NA,NA,NA,NA,,0,0,0
18-Aug,10,Z30,5,10,714,10,5,NA,NA,NA,NA,NA,,0,0,0
19-Aug,7,Z30,5,11,714,10,6,NA,NA,NA,NA,NA,,0,0,0
21-Aug,7,Z30,5,12,714,10,6,NA,NA,NA,NA,NA,,0,0,0
24-Aug,15,Z30,5,14,714,10,8,NA,NA,NA,NA,NA,,0,0,0
8=01,23,Z30,5,17,714,9,4,NA,NA,NA,NA,NA,,0,0,0
8=15,19,Z30,5,11,714,10,7,NA,NA,NA,NA,NA,,0,0,0
8=17,21,Z30,5,7,714,10,5,NA,NA,NA,NA,NA,,0,0,0
8=22,7,Z30,5,7,714,10,5,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,57,Z30,5,11,716,10,5,NA,NA,NA,NA,NA,,0,0,0
8=04,7,Z30,5,15,716,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,9,Z30,5,12,716,9,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
20-Aug,60,Z30,5,11,721,10,5,NA,NA,NA,NA,NA,,0,0,0
8=04,10,Z30,5,15,721,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,12,Z30,5,12,721,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
25-Aug,2,Z30,5,13,727,10,4,NA,NA,NA,NA,NA,,0,0,0
8=04,12,Z30,5,15,727,10,4,NA,NA,NA,NA,NA,,0,0,0
8=16,13,Z30,5,12,727,10,4,NA,NA,NA,NA,NA,,0,0,0
,,,,,,,,,,,,,0,0,0,0
,,,,,sumsq,,,,,,,,,,0,0
12-Aug,25,Z30,5,8,730,10,5,NA,NA,NA,NA,NA,,0,0,0
13-Aug,25,Z30,5,8,730,10,8,NA,NA,NA,NA,NA,,0,0,0
18-Aug,11,Z30,5,10,730,10,5,NA,NA,NA,NA,NA,,0,0,0
